Sep=;
#X1;-673;(-2692)
#Z1;-617;(-2468)
#X2;672;(2688)
#Z2;616;(2464)
#scale;1:4
seed;#;badlands;bamboo_jungle;beach;birch_forest;cherry_grove;cold_ocean;dark_forest;deep_cold_ocean;deep_frozen_ocean;deep_lukewarm_ocean;deep_ocean;desert;eroded_badlands;flower_forest;forest;frozen_ocean;frozen_peaks;frozen_river;grove;ice_spikes;jagged_peaks;jungle;lukewarm_ocean;mangrove_swamp;meadow;mushroom_fields;ocean;old_growth_birch_forest;old_growth_pine_taiga;old_growth_spruce_taiga;pale_garden;plains;river;savanna;savanna_plateau;snowy_beach;snowy_plains;snowy_slopes;snowy_taiga;sparse_jungle;stony_peaks;stony_shore;sunflower_plains;swamp;taiga;warm_ocean;windswept_forest;windswept_gravelly_hills;windswept_hills;windswept_savanna;wooded_badlands
4369899013432941109;43;0;8860;38187;18466;859;45380;21928;17175;2101;315967;88136;2145;0;1358;122439;7187;0;2407;1130;395;712;60197;257441;2979;3486;3303;192852;13883;381;197;1946;129488;64598;20799;0;1413;12368;0;9421;36524;1747;28386;2493;0;24509;94151;0;164;125;3281;0
7882988197758638650;43;0;5165;31480;25065;530;45752;27688;21380;0;61006;434800;3821;0;2887;119772;0;336;3644;16809;0;6912;14048;56037;44075;10398;22201;283754;28462;11185;21580;5046;104892;50973;28193;15;0;23787;1284;13477;4549;0;16450;1664;25015;48983;26539;298;2787;4463;3762;0
-6257470207254586822;42;6028;4869;45831;50514;3931;82111;34179;43892;7051;168166;89942;55864;6706;834;184698;35669;0;6806;971;0;198;28236;100106;0;15366;3992;100828;39617;1987;4103;7702;131733;84079;5430;1409;5044;40637;406;17506;8773;0;11580;8623;0;14031;201311;0;0;0;0;205
5816961868702423633;39;2368;15852;41799;29037;852;231;46308;11;0;141822;106866;52487;2395;15426;108205;0;530;0;5725;0;2522;42600;218450;0;2478;25;184308;28886;0;0;2811;109326;78967;115452;6481;0;0;1614;0;33931;5439;49699;10068;8952;0;184801;34;0;3487;570;149
-3632153099474298285;42;2322;5578;22979;30983;3347;2805;94452;399;0;148389;118079;59881;88;4747;118569;114;5950;275;5581;452;381;48591;176257;11574;3400;2399;109848;20403;0;0;6318;98970;79238;87418;11929;0;1111;5980;0;19311;2346;30124;7085;0;154;307313;0;0;0;2382;3442
1876593669729950327;34;2068;409;41686;49831;5842;155;42420;0;0;191378;110169;50138;517;1968;182572;0;2869;0;5437;0;1;17646;218207;17548;19246;430;129660;40629;0;0;4028;132167;114895;189556;17609;0;0;0;0;12593;24;19077;1155;0;0;34976;0;0;0;4058;0
-2210704467085485448;40;6862;15725;24646;51345;841;43816;37558;48129;0;190389;224542;48660;1961;1527;105927;0;190;0;281;0;41;18286;145786;0;11946;19896;138112;43930;8399;8837;2883;49282;58301;37382;1487;0;0;686;0;9633;744;27826;5079;0;28553;235346;0;0;1737;12;4381
-2248985063918134654;49;2064;6982;32076;41319;5188;63420;49516;5401;1740;176335;86276;12988;2281;1735;153594;20236;0;12191;5793;7257;1559;18541;155974;0;29577;8152;176471;23044;11655;8264;3518;137704;84627;54125;5359;2501;59871;1527;22345;15888;178;37959;4898;1094;62478;45243;1203;1;513;302;1
-8401183629882942815;37;0;9659;49815;45720;10841;18273;58200;1717;0;203029;61634;0;0;24992;211548;0;5228;0;21262;0;10817;23239;173463;0;18238;0;182332;40236;5093;6662;3254;173524;99309;44529;819;0;0;10786;677;27093;0;16970;36645;30362;18513;0;1559;1;10222;4703;0
5752504099035683492;44;2765;715;29769;44620;12618;14949;31402;3865;0;154377;212522;25544;2009;10928;213819;0;1943;1820;3917;84;733;42963;131084;0;27599;787;187219;76055;4165;4984;4295;146099;89184;22565;5601;0;4602;1143;5653;20448;2489;18467;1742;0;29430;56430;4893;0;0;11;4657
8553180117306710692;43;0;5164;63444;26453;324;116637;27982;73561;25366;159944;149434;0;0;3411;123242;15419;49;1659;529;2;0;26825;186079;0;847;0;325753;20608;2996;3677;3144;85894;56335;51058;3045;1199;2240;1548;3822;13357;2280;25841;3581;0;30086;10438;1248;663;436;5344;0
8329970460775160487;42;3007;12377;50991;28265;2839;74189;50327;7801;0;239140;21482;17423;5595;8978;154394;0;168;0;1498;0;1090;60847;213006;17820;6095;6389;110980;27310;678;70;4435;148340;87913;114379;9765;0;0;798;0;21278;0;18867;12055;954;9078;108574;1235;0;285;248;1
8824521994855783079;39;24493;5494;24759;24850;5000;25009;40151;38896;0;162900;100810;95665;16663;7967;161638;0;741;0;1599;0;0;34962;133994;6208;10990;7278;111334;29319;0;0;4648;127974;90812;85074;3544;0;0;373;0;21515;390;17236;23720;0;5272;201322;91;0;1468;939;5866
3877599279166003882;47;4682;2636;42938;25225;10288;47105;7018;3274;0;187059;130761;39687;2893;10487;156696;4303;2035;370;12932;0;4694;11938;182889;15387;18585;4909;193779;18783;28594;17192;3813;154019;90636;61524;6868;1257;2581;909;2463;17554;1189;20314;20788;0;55188;30621;222;612;875;2392;0
2107121675655977646;41;543;2617;36937;26607;0;87355;57684;60705;0;255823;212790;6752;0;927;84101;101;4206;1;11225;0;2319;27310;109977;0;2505;41510;240962;42238;9762;14905;2004;52941;50078;17111;190;0;0;1907;0;6156;64;29473;5028;315;35338;114361;0;0;2195;1637;2304
-1253126596315833680;38;0;16;55170;27171;920;92299;25807;44488;0;15684;400439;0;0;4967;123987;480;0;8705;0;12308;0;7888;25581;0;2460;7812;350067;25745;2023;4420;5531;174136;69933;10748;0;1862;49246;0;4941;2182;0;5391;5426;44133;14980;0;2023;2349;13050;16596;0
4607463893776734911;41;10065;20197;32900;25716;2083;7968;18065;0;0;204826;31258;86783;2484;4506;151988;0;272;0;1816;0;297;56663;241872;11696;6442;512;95817;35873;2259;0;4270;131959;90298;68235;12101;0;0;0;0;37863;4462;27431;2931;978;24132;192511;2335;173;285;6559;2083
-1391330809880765758;37;17843;6164;38420;63005;19221;14482;21742;1716;0;146979;86374;21870;11103;5454;209434;0;2026;0;15864;0;6931;42507;199346;560;24902;592;198358;61130;0;0;6632;109687;87142;83546;7558;0;0;6412;0;27804;1071;21529;14279;0;0;58412;0;0;0;4586;16283
3701958893698554574;39;0;21683;34056;48623;7444;32223;36310;30322;0;74206;266374;8255;0;6631;162613;0;0;0;653;0;897;27804;122825;21887;10025;3949;274982;41562;16;449;7502;134137;71725;59531;1499;0;0;193;0;29853;0;28879;3613;208;13387;50542;0;18;6551;13676;5861
-2326109207536854307;41;43461;6940;35664;69879;736;4211;67365;10971;0;227613;99728;24390;28205;20926;147394;0;0;0;7509;0;2892;11960;177415;9432;2599;3444;131716;71962;4949;6082;2400;80386;79837;67007;12747;0;0;0;0;25358;8839;16406;6241;40518;10304;60612;5972;0;15800;5450;5644
-7333830518196135193;46;26053;5982;22150;29459;118;68735;33327;38515;0;49688;39309;146047;10990;8320;106794;0;420;3368;2521;0;0;19253;100625;37319;11612;9411;81131;39564;11991;10416;3998;65018;88030;61055;2634;0;6357;727;11952;14691;1946;34642;9843;988;77186;349261;606;159;1241;388;17124
-1954280763302077712;42;14793;13409;32660;47841;607;31632;39524;21840;0;206037;85379;34882;11226;184;189511;0;1374;0;14485;0;9231;53377;222634;35684;33193;23650;90580;44406;289;2423;3063;112736;84293;73985;7073;0;0;2926;0;44531;1202;20158;861;1178;5044;36205;0;0;5;6806;47
7700873887826844403;49;2540;4448;44296;46769;4865;57471;37920;6644;2630;180733;115606;22004;0;4479;127923;25007;1550;3746;5757;6;1094;5951;163104;3099;9468;14785;217979;42436;13459;11859;2383;133783;78143;37323;248;2061;10159;146;8992;4821;0;18276;5514;37508;44293;81171;7463;3159;2952;4035;906
6051993474255821563;44;18249;13045;64774;77553;393;28519;94628;12500;8759;97066;108191;8792;3809;4244;137192;4909;2133;0;3456;0;1276;40583;177123;19750;21291;0;265270;63625;8601;991;9873;101000;94656;37980;262;0;0;1145;6;20410;0;19933;2772;7348;11163;56377;4073;0;2374;1319;3551
8461700749875747579;41;27639;190;53899;48237;6517;12475;33838;17124;0;61791;180163;23435;2560;11417;142747;0;4119;0;7096;0;1717;12907;93077;12462;12734;29789;353470;52891;0;0;3283;186996;81271;84990;11375;0;0;1324;0;18299;1430;24295;6170;10729;3309;2651;1142;0;12580;8132;694
-7969682490585507069;40;0;1859;39887;81075;2546;43649;128406;13231;0;156955;62308;11182;0;11104;194078;0;1887;0;9837;0;1802;19136;66538;1508;24873;3187;163235;53327;6434;13221;10856;140195;99050;40737;2086;0;0;593;0;19773;0;10932;14490;24658;30041;135119;13238;0;2742;5062;127
6296032279063960325;40;0;10301;23377;38402;2031;22304;62193;18065;0;185043;332197;0;0;3908;142958;0;1449;5873;5913;0;1697;11926;107616;0;8884;31834;194557;43420;16208;11551;13304;110647;68884;8670;249;0;14754;1986;11992;13820;6972;25186;19844;16537;58120;0;0;3005;2437;2850;0
4882183471046335239;39;489;13532;50169;36074;992;16626;55548;6070;0;115002;117268;13628;250;16098;177364;0;1367;0;8659;0;6557;21667;245863;17283;3905;0;260158;50770;3;3599;5770;154411;89097;77713;5638;0;0;5199;0;28802;1901;36644;7385;180;8049;541;0;0;0;693;0
8271705140596054805;44;1052;16374;40305;37182;986;46054;50975;53203;0;170238;139460;0;0;18653;172287;214;1100;2019;6372;0;370;32084;131008;0;10165;2006;236308;28833;0;3910;6678;145383;78192;84473;7456;13;8092;1089;3165;31678;11985;37387;1548;14174;17889;0;382;441;3783;3036;2962
5037557658190617390;42;831;6275;64068;44809;5731;39867;31454;11477;0;202968;62820;25811;660;9266;205769;0;1085;0;2589;0;44;31818;236987;2691;9883;0;193091;45926;1764;10769;3408;122057;89485;85094;7455;0;0;1961;0;20842;296;7084;5364;1694;13707;47574;493;0;2522;2021;1454
985443893464013639;40;59405;733;25949;22557;612;12325;12544;1760;0;226476;74623;125673;20578;5683;132213;0;1654;0;7232;0;4121;15626;117995;2234;9397;12685;160419;20222;667;324;1668;127571;87479;45231;4567;0;0;5245;0;18549;1621;30346;3996;0;3269;238038;0;0;0;3841;15836
-5669468980906026163;38;38599;25734;28855;22332;443;1483;82908;0;0;72342;30517;173344;24817;5767;45091;0;0;0;490;0;0;31893;83424;45;1189;12254;67875;27780;1336;4567;4071;74317;89328;22101;0;0;0;0;0;26513;0;16814;3377;15391;5002;563125;1613;7473;10159;6089;32506
-628252148018177200;50;43934;2488;43306;18891;11755;55191;36340;93035;8637;117432;91052;42405;10524;1231;110330;30184;4211;11924;3769;1088;1504;22678;152413;1896;19147;2424;121631;12510;15294;8826;10626;139721;66622;53216;267;5299;58901;6558;27439;10994;204;33742;6257;28595;35858;67978;3541;0;2850;1493;4753
-6696008220969788581;47;20408;10589;27568;27737;869;24013;16795;2999;883;237596;48133;55901;2195;1599;111790;12858;3266;7962;15533;720;4036;46951;157503;3876;11922;24855;114753;14622;4585;1337;2462;104437;71168;18286;3131;4278;24981;4609;27790;32971;0;39676;1973;7364;25379;253104;0;0;0;4806;20695
-929148898121868419;47;283;5263;53271;54177;2323;49791;88820;23341;0;12095;112368;59949;111;17349;226631;243;0;623;3720;0;2711;12540;71891;4228;22466;919;215989;53257;100;3176;1994;222404;123941;113013;2546;880;19;1838;2426;10062;264;23766;15129;5797;11560;19948;3109;0;237;3030;1366
-7831196802043864190;35;14094;32236;41847;25671;0;18591;29988;17724;0;227589;167407;23609;8307;0;135926;0;2772;0;3022;0;0;80660;276682;0;3020;6939;96176;24376;50;41;2655;77887;84639;143931;23398;0;0;24;0;50065;8139;14812;0;0;967;13698;0;0;0;502;3520
-7145805233753416821;38;0;5644;40309;49111;5725;11888;23795;33160;0;102953;180482;8196;0;18362;167830;0;2087;0;3577;0;781;32728;125398;50004;5942;3406;249406;33673;0;0;5810;130613;93697;154527;5899;0;0;2242;0;33243;350;20067;12485;7485;367;28480;560;0;4884;5798;0
-792070584463778930;42;0;23518;42690;33386;3900;25677;36224;41116;17308;343088;152700;76959;0;7695;116328;8198;160;137;1677;0;14;49936;156460;50635;6852;38754;42511;24506;21;1960;2355;79015;76296;61314;1289;273;56;117;278;32115;0;9123;5675;0;9289;69292;0;0;0;12067;0
-575053377419863151;41;17870;17552;36262;26998;2249;8228;33787;2212;0;67378;95930;55017;9307;8506;169667;0;635;0;641;0;210;41765;160316;14345;5710;0;203884;50981;114;0;3893;115178;99608;90595;3420;0;0;1039;0;18258;2975;29014;13436;11924;1274;209388;2365;0;4434;3862;20737
-9129077919656698980;47;1199;11966;25925;16040;2227;26784;24229;28470;7308;224420;123913;103345;1645;7377;132525;11525;491;1757;6296;0;4387;35901;214864;14692;10682;1107;111069;19132;463;0;2697;132888;83298;69165;3331;1889;36;3420;7222;32137;2276;29538;11627;278;10082;93196;0;0;338;6894;913
173107110677060532;44;0;20671;42769;53650;5643;25735;44673;1849;0;239761;89280;6065;0;1344;181794;6566;1144;549;1659;0;783;44084;189477;1543;11205;2122;103729;49173;7163;6491;1656;148731;100924;91965;995;1417;5481;2122;4884;27690;0;15650;4758;133;51998;49189;11897;0;68;2484;0
7686800138991311799;39;5877;5574;38940;26747;4798;61844;11844;15904;0;171640;87901;60390;0;17890;104996;0;837;0;1882;0;890;11216;172987;0;15921;248;184614;19682;11491;6781;1708;157386;81859;62148;262;0;0;1249;0;10131;0;34843;13550;0;11334;235387;863;0;417;4765;4168
3508585584698334143;37;0;14271;58182;32321;3175;52638;20859;39299;0;248972;67833;0;0;7085;176488;0;1436;0;4145;7;1629;36536;198105;0;11757;7232;165644;23996;2283;15586;10586;180682;95600;94960;374;0;0;3724;0;29290;450;15954;5408;0;30082;0;196;762;0;3417;0
-9130485294540252217;34;0;1400;33539;56796;5040;26681;46316;17843;0;217911;120786;0;0;5131;180408;0;368;0;1474;0;0;12949;248319;0;17729;92;213629;37113;0;0;5531;181433;87098;75555;4083;0;0;0;0;8879;2753;29262;5618;21;5857;9694;1613;0;23;20;0
-5673691105556685879;47;26961;10927;34291;27127;2417;3960;10269;2412;0;173316;130576;44377;3302;10536;175554;0;2463;11064;14296;980;3879;21324;190814;2740;21857;5174;120968;24653;0;0;1616;142124;89702;47997;722;48;57738;18990;23085;29134;2380;17935;15247;13923;26200;63460;2596;1002;8424;7297;15107
-6822109010536162347;44;0;6486;58388;55555;11901;19573;64002;94;970;228872;51562;2328;0;8177;175789;1698;1314;382;6346;0;2588;49125;244294;24632;14669;90;202695;42038;11671;7903;4451;127146;88810;33980;31;109;4502;5219;0;26640;0;27541;7826;16034;14688;6678;3623;0;175;369;0
-4990832812056634401;48;13289;5532;42352;26339;2320;94448;24280;33716;0;160570;124400;8363;62;5864;183703;0;1212;10227;5042;863;268;17003;87998;3922;22259;2948;225969;24329;12814;13741;3855;136600;89251;19400;3660;35;56828;261;43672;8073;884;8551;12435;3868;46418;30755;2947;0;3096;10047;26495
-1625236515527320605;42;0;1894;37898;58797;3382;23396;127194;12118;628;94671;268272;0;0;6799;152833;4850;3059;508;6986;0;3837;9819;69396;0;15283;33585;303129;99763;633;0;5603;126284;76619;28491;4734;721;1401;5626;6115;13019;510;29775;6271;0;3837;2665;3396;0;6705;462;0
-535365405703660552;44;0;7312;36180;37455;160;62355;65096;23656;0;246557;162850;2210;0;7157;158560;0;78;840;2671;0;442;25090;134539;31696;9000;12781;219540;44808;2647;7461;5601;135480;75691;24902;360;7;1322;1096;2723;18759;2045;27274;5796;1428;48348;4503;284;0;23;4181;0
-2922836158163444742;35;0;295;40677;74552;207;5826;35920;376;0;198674;249758;0;0;5977;213355;0;183;0;5229;0;782;16968;88653;23642;7255;32286;232034;53113;0;0;2637;133335;87914;54018;0;0;0;820;0;15588;145;23041;7888;31617;27;0;5065;0;7230;5877;0
-1720375057655522291;47;35;37113;35157;28782;5860;69869;55777;15495;460;53909;79000;24832;1554;8265;156156;1467;746;7494;9491;0;5248;58461;156364;22589;12445;0;149010;25878;13673;12323;3682;155930;94660;77437;13862;914;2661;9357;22120;26919;2076;39220;13545;3430;39311;104317;154;0;521;0;3395
8116893903405194255;44;22967;7085;37058;55012;2452;35433;29408;1447;0;139504;41611;34460;2261;6825;201287;0;1482;0;5188;0;3470;14675;190416;4392;21228;4540;77674;56628;44;514;2736;109246;101985;62174;7239;0;0;1569;0;14879;2020;28772;4726;12432;23646;262372;5258;1;2701;4062;18085
7914794870126943299;43;0;8884;70171;51476;3425;90819;71943;12735;0;9341;89304;0;0;41956;218954;13172;2615;4763;6123;0;2174;3844;33575;392;37378;0;313265;53697;5327;14084;2958;181101;104252;24027;231;5269;16729;1057;19396;15021;357;29685;27120;1986;63742;0;6670;194;308;1444;0
9082916023476165762;45;10027;4495;43160;22466;513;6644;39125;543;0;230360;212358;61866;17614;597;124766;0;43;2150;784;3532;0;44207;178124;3058;1884;2774;158175;20159;74;2219;2072;74704;80508;50493;740;0;10286;0;266;15903;0;16479;1679;35770;12513;145074;372;8111;3832;8790;1655
6085488996484390021;41;0;18179;36352;34687;3363;25072;92971;635;0;71236;169244;0;0;1632;158889;0;6100;1375;19783;1348;7451;22478;175652;2363;24038;0;300960;44276;8798;8073;4605;148120;90351;32757;822;0;13857;8571;707;13673;480;61669;4853;0;42485;0;2;708;1020;1329;0
-509751182822990698;42;0;1;52905;50900;2708;102397;79342;56469;3781;175925;195007;0;0;14874;146666;5655;5158;32;9067;0;147;324;80674;0;4630;6734;272758;75908;9553;1850;4553;145930;85356;10651;192;145;18;2288;61;1287;0;16590;11414;1336;23230;0;1891;0;2240;317;0
-5452451773862110028;46;6040;11919;28302;34383;801;35065;59740;3347;943;149304;44402;12463;0;12402;140091;7241;57;7317;322;6258;0;91618;160590;0;22668;1284;104814;18090;10453;14667;6914;132581;78138;13957;0;4485;27194;5;29359;28746;2760;20972;6495;1;34493;271109;11180;0;1649;666;5679
-8206121471022457672;44;534;7394;61922;36935;0;38266;38717;5407;1468;120689;141084;12761;1282;1479;176589;13631;2465;5826;2457;0;0;28953;138398;0;5535;0;214060;41366;16432;4875;2256;139623;95952;53040;38;3901;14434;1093;25795;16872;0;29213;7275;4493;43396;93212;2022;3298;5364;1162;0
-5856931315395322686;27;67634;18726;36402;14323;0;0;20554;0;0;153271;183641;67320;54998;1875;102089;0;0;0;0;0;0;58700;163875;0;201;11495;125058;18668;0;0;2730;52916;100307;188785;21300;0;0;0;0;31888;5251;17237;0;0;0;127095;0;0;0;0;14625
-2353693755254498091;37;27703;5702;45991;69237;595;357;99264;0;0;139574;111300;35241;12705;9582;114405;0;2225;0;11036;0;3895;18284;190580;5311;37340;9178;180079;67552;0;0;13350;83693;80498;34592;3225;0;0;831;0;18929;2808;22228;7839;0;0;187118;0;0;16;4854;3847
8056939733365824729;45;2761;22471;53363;17543;1584;44356;20335;39274;977;105403;87677;11267;899;4354;182159;1687;37;0;2155;0;199;76966;280608;611;151;25;188130;30458;1104;2597;3210;112193;104512;42030;4871;0;0;0;44;44825;2296;54596;4119;9611;22547;69578;1101;71;1842;4367;0
-3373759070853915430;48;267;3706;30650;26716;4624;15219;51996;88;5029;211232;48374;16701;0;9322;117337;10667;4691;7812;17542;1095;2768;5491;200738;48;19614;1009;59595;48109;6239;7694;1024;144427;72889;31910;203;1330;28058;12919;16250;3249;0;12160;15517;37249;72853;271506;1772;0;1755;1242;278
3969641596550388959;50;1940;1147;30867;10338;3377;93394;43390;14408;0;152896;77726;34302;793;1130;160314;10101;883;8310;9212;133;213;16743;117072;11674;8156;1659;117700;26492;29309;14554;2175;143082;88886;40125;1008;3713;38320;1106;22745;8694;38;19907;7082;74750;77311;97408;7554;523;7388;15024;5892
3022196824942320878;30;0;13642;71545;73519;3764;0;81030;0;0;60547;152056;0;0;10503;168647;0;804;0;451;0;0;27827;139301;12540;16394;0;370154;43027;0;0;3018;134812;104315;81736;5599;0;0;1111;0;18855;0;19036;18107;9751;0;0;6106;0;9506;3261;0
-7150590308357497617;38;0;6927;64676;24254;819;72716;27177;15926;0;14309;181832;0;0;18659;208873;0;0;867;0;5045;2338;5984;67780;0;4446;0;399175;23641;1504;8928;1593;237777;95603;20686;146;0;4552;5149;0;18446;58;16659;19536;6726;55127;0;10985;619;4591;6835;0
1991716935204609273;36;0;3970;61382;44459;5724;31535;38315;20848;0;159799;210999;6292;0;12060;148653;0;0;0;1376;0;347;27788;172055;0;8486;9788;265477;34364;1960;62;2408;105008;90170;82898;9140;0;0;0;0;20950;0;17539;8400;28399;17469;0;4378;417;7210;839;0
-6724155718640853764;32;0;21671;51778;53614;0;188;38253;0;0;283541;149907;403;0;3764;154525;0;0;0;179;0;0;59705;248743;4736;8644;11316;165858;68394;0;0;2704;82506;84160;111697;1639;0;0;0;0;27948;350;6919;1865;4633;0;7392;392;0;2777;763;0
8076924456712281374;40;6507;2360;49812;20165;6433;95360;27755;29515;0;100997;256749;79997;84;13927;120338;0;173;0;2860;0;859;21830;136474;3139;23172;12128;221380;20325;3358;18;5995;112741;83160;67377;408;0;0;4119;0;16829;26;28457;18470;0;22915;26026;0;0;0;1677;17049
8175722173537721632;49;625;21501;46133;17483;3212;79622;24035;63280;0;214404;144420;73662;1621;1942;101366;468;3702;1088;4000;544;745;40671;184913;1610;12334;6151;120215;26902;403;180;1427;110821;65722;50207;0;349;12561;3314;3823;24342;59;12857;341;33223;13279;120796;1081;3713;2503;1924;1390
-4779163629570220768;41;33177;29004;37918;15627;1812;6538;23532;10469;0;192305;108353;52013;1802;30437;127134;0;1025;0;1899;0;140;78138;138107;2501;1948;4769;225375;19023;0;0;3632;96908;83491;66523;12346;0;0;995;0;55216;5614;28119;16622;29532;2041;82121;476;0;3312;2620;28350
3484097261724507440;44;9958;36068;54394;38628;2556;26466;36257;28762;0;105480;141809;87551;7790;3193;118636;0;393;797;2027;0;394;105980;231931;0;11352;4367;152106;19694;4079;2423;3420;129962;99337;62694;314;0;5709;3438;467;46583;0;29696;3120;193;5441;34864;566;0;965;666;438
1149825279863037290;42;51866;6728;31682;25186;2566;25937;42748;27652;0;89899;307326;113228;19254;244;106608;0;422;0;783;0;0;34941;80866;5552;4084;19562;191672;49628;8942;12970;3276;84471;92789;57873;1336;0;0;0;0;32476;1592;24073;320;42592;16849;16440;6602;308;3794;2012;13815
-5865938514650063499;47;0;12130;61801;28447;187;57342;33814;33930;4948;103150;123231;82;381;15580;129611;23015;2389;3154;3307;0;771;30265;224196;34932;1378;5449;213495;47777;10274;13645;3056;95856;70456;43944;7;3090;17521;675;5955;20302;1788;23454;6063;60622;55580;4513;9736;0;13308;6357;0
-5110459677158662780;37;24358;17147;44835;29984;420;0;53503;0;0;207594;61501;81726;18853;14322;142757;0;215;0;17;0;0;45663;183630;1989;7254;4777;180688;29767;0;0;2484;114203;95845;63438;15229;0;0;190;0;30921;10349;32187;13757;5202;0;101384;2333;0;1577;6795;14070
-1917689016329691727;46;20130;3121;35919;21886;2410;25192;38617;3804;0;74951;183259;111832;10939;7290;117828;0;2231;3055;20896;174;2358;9989;82376;21400;10644;1024;269379;20811;1641;4442;5790;121927;70544;112519;8280;0;5607;7094;12805;9475;0;16055;2998;37595;16107;116091;2517;0;1947;3658;2357
-8617356411996725835;45;6198;9588;40082;39357;1003;20968;35411;4808;974;244930;52461;35015;426;10723;169697;279;3898;0;4665;0;580;29679;251764;66306;3131;14832;131557;34637;2;2999;5713;99620;74448;158135;8169;0;0;615;0;34321;5470;35687;4071;530;7910;660;2316;0;191;1513;5625
-9223090561878057543;50;3399;14948;31549;22611;2332;62689;67487;33786;13091;124022;47562;39420;190;15515;142868;51604;796;18870;672;4573;1898;44774;98580;0;18897;3453;59150;27618;14436;16280;8477;158699;95663;63324;15226;10312;76398;9142;50568;29522;1902;5928;10197;9855;47959;58144;1075;4243;11155;530;9575
-1459447754244743751;43;0;14861;36737;35923;7968;20456;36799;1137;0;209209;53608;0;0;14114;172025;542;2624;488;4070;3340;1307;42442;236958;0;8754;25492;176067;33575;3;1192;3168;175244;95654;65675;4785;0;3061;5157;1070;39654;5982;49960;9806;12237;13942;24500;1897;0;6030;3451;0
796292709114453437;38;0;22775;60036;36424;4552;20619;27526;0;0;293625;50979;0;0;0;177044;0;1826;0;3415;0;0;37227;224690;430;6934;1298;159921;38391;26768;35800;3881;151331;82194;18788;1817;0;0;564;115;26733;1350;9785;5930;45;95329;18523;1810;0;838;3158;8493
-7567736223842689592;40;0;7821;47265;30481;2774;78420;21351;34065;0;262108;164186;742;0;17216;144440;0;691;0;2947;0;71;25831;222539;2600;6447;8216;126793;30895;560;1482;2750;132952;75298;58976;1148;0;0;2567;0;12745;613;27542;25315;42076;7352;15388;1282;0;5243;9776;0
5360409456477740525;43;2638;29699;56464;37865;121;13335;66129;3;0;112335;98001;7986;2352;11316;153294;0;199;0;1447;0;0;85910;180337;2031;2309;520;172789;43472;2858;209;2025;178970;112540;91701;22853;0;0;1468;0;29328;9599;12798;3337;52722;33536;601;15083;440;3500;6838;6
-6644216825255027158;46;77819;2332;17975;17204;286;29512;12816;60834;11531;99740;62309;108754;7313;15919;81636;9381;2202;14856;7880;12148;682;5931;64299;0;13246;9337;89765;19764;358;0;2720;66497;82527;58994;7227;1041;53267;1180;33284;14669;0;25255;5991;0;73252;346220;405;266;10;0;32330
-2904540284677251522;38;527;10239;48208;26760;565;17335;43739;1978;0;191113;171648;1825;0;6557;166387;0;861;0;1704;0;276;52266;229290;2062;5560;2102;222010;43393;0;0;2740;116133;80015;97263;6920;0;0;0;0;55940;3683;18742;7438;9191;0;2850;140;0;1329;9678;2497
-210543282579562930;41;30313;11519;63547;50502;566;56298;49366;14817;0;38930;212720;17901;3267;7009;205696;0;0;0;477;0;0;21934;103623;2960;6768;12431;207933;49128;11782;13538;2024;150314;115722;93791;10434;0;0;0;0;24751;2743;11089;1554;3173;35995;3975;598;428;3373;2805;5170
5820339568422952540;42;0;15426;55158;5756;155;136475;11428;149947;90;234661;223993;0;0;1500;98912;3156;68;4276;10338;5867;759;47424;108267;3963;1080;15339;179386;9545;0;18;2008;155913;63523;26321;0;0;17883;738;13163;21189;0;10855;3499;7560;8834;0;102;2930;1904;1555;0
-8785959923046408597;47;21032;14275;26762;28539;33;5971;25989;1558;16544;238673;165617;10796;2720;7150;112604;26181;0;12299;0;2791;0;30750;205634;6050;621;13258;80085;41865;1382;11102;2874;111746;80126;39155;1540;3551;39172;0;38004;28264;206;30617;1573;16966;42457;58291;9729;1004;11256;11168;22984
-4771563805199032714;48;482;19330;34256;27575;2866;6375;40133;0;1637;138299;132972;17983;0;9241;192449;10008;688;4389;9931;573;5732;57278;199627;1891;19754;3640;147860;39334;7581;4477;2467;135172;90796;116156;1786;596;21091;5145;11292;34267;1484;26661;1781;984;57546;2710;0;3893;3878;5121;1777
-1565563820464660873;44;35005;826;28159;31709;5829;56196;46234;17061;0;100160;275896;3302;13010;13337;184565;581;429;26;8090;0;6072;12959;92769;0;28292;18160;191990;40717;0;181;5395;167689;87627;102313;8622;0;68;5384;457;18137;739;19304;8577;3;12322;4579;26;0;357;0;7810
1829305873642561148;48;847;4956;41049;36414;236;31528;46072;74330;2807;237482;89115;10894;1167;8134;123112;19374;709;9771;5664;6661;1268;17812;171965;0;7692;15970;203885;48881;4536;11381;6867;91342;76932;55823;3733;3463;20779;1480;19319;13679;958;39203;4406;265;36327;48477;368;0;0;1685;2146
4355825264597409404;35;11236;13715;50951;52364;3458;0;54396;0;0;78825;198882;9357;1735;18038;171147;0;0;0;2427;0;1680;44770;144331;159;2312;0;234392;50359;0;0;2320;192920;102833;76275;184;0;0;0;0;19295;0;18023;23507;25302;102;11841;11204;0;25242;3229;4153
-6189916212844028292;42;91360;11138;26967;17417;2391;9435;43497;0;0;90230;16761;139302;45708;9339;68785;0;450;0;6435;0;2607;22418;119213;4440;16050;6112;52321;8249;14026;8069;8944;64985;82436;74545;7880;0;0;2069;0;15522;1537;40410;8424;14908;22809;458466;115;0;8;7191;17995
