Sep=;
#X1;-673;(-2692)
#Z1;-617;(-2468)
#X2;672;(2688)
#Z2;616;(2464)
#scale;1:4
seed;#;badlands;bamboo_jungle;beach;birch_forest;cherry_grove;cold_ocean;dark_forest;deep_cold_ocean;deep_frozen_ocean;deep_lukewarm_ocean;deep_ocean;desert;eroded_badlands;flower_forest;forest;frozen_ocean;frozen_peaks;frozen_river;grove;ice_spikes;jagged_peaks;jungle;lukewarm_ocean;mangrove_swamp;meadow;mushroom_fields;ocean;old_growth_birch_forest;old_growth_pine_taiga;old_growth_spruce_taiga;pale_garden;plains;river;savanna;savanna_plateau;snowy_beach;snowy_plains;snowy_slopes;snowy_taiga;sparse_jungle;stony_peaks;stony_shore;sunflower_plains;swamp;taiga;warm_ocean;windswept_forest;windswept_gravelly_hills;windswept_hills;windswept_savanna;wooded_badlands
-6888537105039881376;38;20060;12710;47285;12012;0;27488;20580;7306;0;118929;180728;88941;6682;1074;88746;0;0;0;292;0;33;44982;255518;34857;2605;1701;185828;9051;0;0;3104;75858;69120;38338;3470;0;0;0;0;40677;776;12912;11040;14421;13985;189526;359;0;2422;9112;8436
5781214546660166500;42;0;13848;42570;50419;3722;70634;47070;61620;18766;135811;329812;0;0;17030;158842;11686;4632;1051;10248;0;201;11780;136693;0;11757;527;151769;40999;3241;3681;9026;133831;78679;26869;50;2143;6883;1483;292;4426;0;17981;23679;0;8528;6617;310;0;1751;7;0
850898854596316012;36;8138;14620;32694;23581;2456;45705;59895;8127;0;171560;114986;176742;2343;13981;99646;0;0;0;214;0;0;70484;91162;7969;909;6982;91790;19655;6803;2375;6741;102192;97179;54535;1380;0;0;0;0;41762;0;13522;8641;0;29512;224443;0;0;0;2997;5243
7402791887490255729;40;11389;1454;44417;29305;1013;433;44483;0;0;63568;143354;8174;2283;17415;187638;0;2275;0;4068;0;1010;45360;96158;0;10489;0;370267;56480;5413;2412;2447;172242;110993;75313;509;0;0;2854;0;28271;804;50778;14906;9374;9590;6984;645;0;5103;203;21090
3164060213204487048;44;83;16921;37348;24038;9943;46253;14411;37167;9824;280041;78684;20029;0;10968;120063;13187;1027;178;1088;1958;4;30729;392918;396;7398;207;74964;31508;0;463;4857;122602;64213;72843;1874;911;142;65;0;17628;2709;22263;13598;0;9222;62466;0;0;1958;1815;0
7480478981062396820;41;1698;10086;53311;55128;5200;26154;42701;0;0;89707;157211;73253;752;7293;175070;0;165;0;3009;0;1146;36948;119552;8117;8885;0;248032;41136;3265;3076;6616;151869;101877;64702;1980;0;0;31;0;21817;499;24137;19145;13203;14209;45774;1441;0;7089;13028;2652
-7939846143054181460;38;0;14988;52675;31389;0;157304;37730;113128;0;219667;207511;8048;0;3572;97407;0;1740;0;4357;0;329;19583;92505;5046;1613;2315;273238;29978;10018;5484;3297;81087;57114;36316;1215;0;0;0;0;18215;0;18636;4636;330;32916;7847;615;1073;6720;1322;0
9158632792211327918;46;32239;37;24324;13605;295;83476;13847;15647;1181;84282;172366;198185;6175;0;106604;13017;1065;3767;9833;10;1696;5871;114418;12509;6991;5137;82896;12166;12705;11723;3855;116741;97820;41955;1581;291;7908;3124;8263;7074;0;37065;0;0;40246;230479;537;0;253;5057;12648
12947848928693167;43;0;4959;56328;47488;5280;21539;56141;3886;0;101765;67029;24659;0;4627;189391;45;516;308;1594;0;0;29148;233090;7900;14947;0;206045;53343;3930;3289;1507;191191;107578;110133;663;494;1112;2181;188;8631;0;17721;2887;13754;34808;12561;762;4200;7871;5475;0
-7311875470012707919;38;11497;23934;40940;27792;1030;6544;64853;0;0;308512;181048;14626;11535;1059;96220;0;2450;0;5749;0;1698;46114;245576;0;18217;18324;192317;17518;18222;5970;2415;63763;67257;44988;3056;0;69;2270;0;25553;2971;40710;2098;0;17494;25710;0;0;0;0;865
7579558172864547774;49;6587;8277;46017;19953;423;20905;20191;15868;0;117399;167241;10913;1234;6932;88973;407;1090;5604;4314;2494;537;20033;206572;20875;12373;60;311852;26968;7060;1094;2025;108280;74073;94360;1566;54;23619;1999;3124;30671;4;27035;14523;36184;5370;57788;2209;0;7984;9681;8169
359443545259510737;43;0;188;26813;31833;2328;32557;24474;3957;25684;7017;173038;0;0;15360;237033;46374;2304;18077;22990;7743;7136;1573;29745;0;36753;1454;195007;36578;10978;15868;5464;273076;90107;4221;0;3824;64901;8743;54147;156;0;17646;12802;10119;83840;0;1412;9795;6513;1336;0
-1869275320335463469;44;22575;4376;24514;37846;1981;2105;33107;11910;0;202638;142007;24694;4743;8779;146228;0;798;0;3606;0;1180;19876;210732;1213;10747;6100;175285;61790;22387;28496;7122;120439;96606;51883;1070;0;0;77;0;22134;414;40423;24997;13699;46283;11010;2386;1789;5134;4471;1314
7622342369324567511;35;129;5390;51726;42104;5100;21120;33267;28660;0;246375;251011;0;0;5831;162749;0;141;0;2208;0;588;33939;127476;0;9690;24822;227849;58325;571;5552;6032;109527;79388;57850;4490;0;0;798;0;25439;268;22561;5974;0;3358;0;0;0;0;656;0
-7065866340367594514;41;0;5747;43141;39570;2153;53505;24865;22841;0;95730;197402;64004;0;5647;152978;0;194;10056;1712;2557;0;19721;146787;3751;4660;0;252231;47772;4216;12356;5252;110542;74846;64429;1838;0;23948;865;33945;6767;0;28399;7335;0;26075;57844;701;0;69;1967;2546
3666493046633008111;35;75736;3714;33662;35899;9426;0;12360;0;0;82576;72692;107490;13086;4533;139586;0;7894;0;2067;0;2728;31206;123257;3884;8837;6065;123001;34259;0;0;2676;108619;87414;110957;7984;0;0;11378;0;8887;0;33717;8216;294;0;272292;0;0;0;1120;73452
-7979252639793673228;38;11936;18043;48649;63997;4323;3258;90744;763;0;37831;228503;6119;7368;4161;170719;0;4363;0;6701;0;1994;77887;113167;0;18831;1003;237896;64301;358;47;7046;124014;113304;68355;6485;0;0;7644;0;45792;3944;23280;15088;0;2641;5092;0;0;0;0;15317
8335881435286080545;45;0;4874;35068;30820;666;80039;17788;8058;5535;230036;77422;0;0;6507;157667;63882;5307;18894;23001;445;1705;10663;151160;0;14448;1823;134622;22618;0;235;1846;170021;63749;52954;5851;6075;46595;11480;67052;4445;1955;24418;9297;3080;38086;42932;1346;16;4367;2116;0
7952231042029456421;36;0;6699;62881;19344;1868;16782;36347;6902;0;167664;258267;0;0;10178;140820;0;513;0;2085;0;209;36929;213511;0;18013;18;276410;20823;0;0;3350;116622;77151;68706;5076;0;0;23;0;33032;661;11453;2402;21819;648;0;1183;879;5404;16292;0
3118179792000650295;43;14750;8259;37462;35255;5087;27638;28635;31521;0;216733;104000;6535;13733;1786;162027;677;1535;7717;9305;0;3355;23760;170948;0;23585;10230;105137;32788;23129;20831;5331;151439;99011;88104;6649;0;29138;11321;15098;13942;1081;27002;5278;0;44897;30291;94;0;0;0;5870
-6489405588064170950;43;3932;60946;63478;23866;396;38808;22227;14798;0;89271;165734;30163;21;8579;135760;0;680;0;3701;0;1234;103543;152821;38546;2262;0;180041;21891;3674;9121;2198;126193;98402;96879;12196;0;0;755;0;44020;137;17342;4228;28319;24699;5390;683;170;3944;13313;6603
-5390245804009059258;42;5494;14650;38531;47227;4686;52624;69354;89336;0;181802;211453;2130;0;4825;122731;0;1530;0;3679;0;1007;45658;94640;21;5200;16164;245212;45124;104;2035;4272;128068;85011;41151;8291;0;0;3546;0;12793;1809;24489;10055;5816;12609;414;7074;0;3582;1701;5066
-4162733430573888439;46;17548;4773;59535;29115;50;61863;38237;20950;0;96116;209606;44021;6041;6043;150833;0;3592;588;5516;0;71;18486;143946;0;7625;497;297121;34392;738;3;11219;120445;81667;36388;259;0;972;525;738;13509;10;22261;2150;6134;13067;80938;736;739;2712;918;8271
-815151532554056616;38;0;3117;50449;28298;3919;57493;21516;15544;0;147234;201169;0;0;7665;195816;0;1577;0;1;0;0;27579;177548;333;5501;4299;186322;24800;22146;23612;5355;175413;87307;73842;8173;0;0;3013;0;14487;3771;18175;10916;5687;31921;0;3503;1215;6047;6201;0
-265430903038145412;35;8978;12456;51032;28501;9285;0;20211;0;0;109486;91635;74691;0;13693;123793;0;204;0;3502;0;2090;36863;163625;24806;20111;6958;176636;17281;0;0;3313;121985;87205;96309;6675;0;0;5465;0;29593;11;15193;23435;0;0;269107;0;0;25;6163;648
3779364512293981315;37;0;27996;25297;44801;1106;67798;43457;58222;0;119827;342277;0;0;16654;165694;0;789;0;2407;0;460;41124;70074;14263;7189;5691;260643;30043;1638;2807;8720;95014;72626;42308;457;0;0;97;0;27693;794;15652;20019;1270;21958;0;19;0;4080;0;0
7821063702882290829;46;0;1306;30287;28627;15736;47514;35469;11760;486;124561;196290;0;0;13599;235453;5175;2341;8612;7959;1439;2155;19341;69932;4856;29921;296;176446;34076;28991;32949;6821;172126;86728;18970;1473;1690;35209;3085;8189;2931;262;23510;19957;21091;74334;0;3616;45;5992;9358;0
2173268295182978192;48;921;4726;39730;31654;10354;89909;4691;40185;0;116988;155664;0;0;24648;196165;2687;493;2520;4640;42;2684;22516;127947;103;8070;253;177731;30180;5659;967;2973;243886;89897;39926;4859;744;10852;2138;3332;26915;2921;21225;26628;40951;28916;803;1539;1715;5481;3056;80
-6852226833044206446;43;14085;4015;29144;26213;5991;68953;36796;40379;0;160397;148319;52594;900;8756;143277;0;1616;0;7012;0;2174;29727;126440;0;27518;25311;121579;32449;1957;10496;2183;143908;77516;77050;20037;0;0;985;0;16765;2066;19631;4958;15738;21659;91419;1067;1436;2492;8267;27689
5361816831361289370;40;7178;18451;27552;30934;254;34195;13210;31307;0;242345;166547;44654;1951;3842;130561;0;7071;0;14242;0;3204;31695;187135;8;12704;5879;205298;23236;9657;3249;5132;103929;63352;24329;2021;0;0;3756;0;23533;2500;31708;3488;0;19981;109971;0;0;0;253;10652
-8887572389638959964;39;19607;0;48757;34904;2226;115349;20259;87914;0;12710;313513;24315;5211;19108;157528;0;82;0;279;0;0;18177;41134;0;11268;0;294722;23513;1875;8297;2873;169784;78551;26916;2759;0;0;97;0;10753;2851;37765;11540;5714;15066;10503;2300;0;8477;2380;11887
1962443537626696880;46;4758;10195;30137;12664;1081;48061;30304;29117;14130;275173;36019;56327;5344;7625;81931;9400;1264;6665;10658;4201;8460;59301;195604;7266;6781;12799;66133;14717;7189;25930;4675;74088;60168;54642;837;2924;34044;19698;9952;26302;0;23994;13399;0;29890;211403;0;0;0;11497;4217
-6443243691883623247;43;0;3;24006;29260;2657;73731;26203;27386;4645;184950;58741;6166;0;13055;163032;12568;156;4490;158;0;0;9854;122779;0;9196;8168;136971;19653;3631;4915;2441;159208;63763;8302;0;1753;18722;139;7477;2529;0;16674;15265;50275;17704;329159;961;872;19137;209;0
6795368887748660438;43;0;9733;41411;30199;2016;57344;40423;21113;558;215288;200709;0;0;8621;151122;11536;2369;336;4816;0;0;18543;174502;2868;5955;6270;184497;34584;1809;1308;3392;106443;81920;68015;1864;770;367;1511;4614;14625;0;22664;10668;86293;21903;0;556;814;5437;1178;0
1872090070102576348;38;0;22573;33961;40385;8137;108442;63334;37354;0;104639;237059;0;0;8044;166259;0;5268;0;7725;0;2386;23017;102465;0;8621;7177;244258;58786;3287;5280;9435;119235;80540;32512;334;0;0;1247;0;12270;0;53091;2312;22321;13713;5419;2571;136;5196;2175;0
7951105142122614020;40;1871;15205;43435;30045;5546;3696;30956;0;0;171118;159332;49688;3004;8949;150587;0;2266;0;8943;0;4830;40974;224698;2723;14222;1187;62287;17721;2832;3722;7452;118964;84396;108958;14065;0;0;2865;0;30919;3033;17349;13697;10094;43673;136994;0;0;2485;6183;0
-3303671801652966132;38;0;15457;46966;43937;1898;81692;51134;55697;0;139884;120101;0;0;7173;138214;1484;3185;0;8595;0;3297;64690;230032;0;14850;0;163536;45137;4159;10004;4940;157964;81104;44453;7675;16;138;86;240;25943;2437;32238;16579;0;30320;0;0;0;2113;3596;0
6854760107834608929;46;393;9048;46524;33578;2150;65166;20478;69663;29204;119957;174138;8616;0;5344;146080;7105;8658;387;21038;0;12724;34568;181769;0;10113;5078;240852;31061;617;577;1931;143353;65096;53636;10180;797;1668;8073;0;23011;1443;26661;12012;3523;4397;17934;130;0;1319;846;68
4484740803930885454;38;1905;20397;41181;44453;2320;0;49270;0;0;50230;326748;14560;0;14805;218068;0;558;0;7166;0;2746;38582;139218;3631;13916;10753;156487;50136;0;0;2894;162482;103854;62264;1194;0;0;1773;0;40412;41;20236;6721;34609;65;4951;1666;0;6790;1289;2593
3924042650323258713;38;1636;19813;38638;30044;4951;40693;19893;19773;0;302125;89293;4617;1284;18211;154998;0;0;2115;2189;0;658;35105;237966;8925;10952;0;128973;17598;0;0;2708;197921;92690;78432;2568;0;12600;567;7705;16902;1908;19395;3344;0;9118;24145;0;0;0;511;0
-226868831228785312;42;38659;15237;39989;39181;3;8687;25411;744;0;141003;158799;54754;8601;2763;145339;0;238;0;216;0;0;61150;158022;13510;1104;3454;152526;17477;126;6087;3560;147570;104623;105365;10098;0;0;0;0;45080;445;21026;3447;6643;14590;62862;9931;825;7391;1924;22504
1214001574553062753;45;33596;7793;19153;6414;0;48510;12230;18943;0;90065;56673;167501;24584;113;89658;2638;2829;13933;38997;309;6136;16009;110702;4503;4372;8102;79969;5689;2630;308;2419;42317;74682;35656;546;1467;40178;16826;45141;11392;50;21557;1873;0;36489;427896;0;0;0;3467;26649
-173107110677050006;42;10785;15357;44063;50430;2258;7271;50639;610;0;196509;64136;71348;13;8032;142322;0;4193;0;9260;0;3222;22295;208361;0;23683;104;144389;43730;8495;11145;1928;123586;94510;50978;7;0;0;2593;0;10391;868;24356;7482;6814;37781;127567;4625;0;214;8510;16104
-8311674587288957565;39;1793;20369;74850;27527;0;23563;52375;5937;0;47827;97929;76164;88;13235;142964;0;0;0;0;0;0;29461;175123;51;17950;8157;236203;30028;5333;15040;9217;163850;99314;42511;501;0;0;0;0;15480;18;9750;12389;1377;38822;154951;280;1248;2930;3823;2536
7714666161685663151;42;1357;3097;30099;69000;1074;36022;59635;6495;0;124992;144180;29730;1207;2718;143549;0;6567;0;15923;0;5105;25083;133349;1;11568;4657;184825;58626;18618;13241;11525;85874;85504;53903;2957;0;0;4615;0;11552;63;35398;319;0;43095;193112;265;0;116;914;1034
2494431243609836991;35;4037;6220;50730;34229;13511;51470;16663;38838;0;52294;188681;0;0;13266;182519;0;1635;0;7237;0;4363;33943;169102;0;8870;1580;321694;25934;16854;7945;2240;134873;76905;90549;1481;0;0;3192;0;28949;5382;34426;11081;0;14278;0;0;0;0;5993;0
-5362098306337993258;44;0;6602;55979;35260;3356;38268;24884;11541;0;96976;155975;1847;0;13554;160693;2024;330;1250;249;0;14;14155;222123;2217;3696;27;251742;56971;4632;6532;3305;169523;91750;112107;3512;313;493;815;9500;19988;2923;29713;5959;13;23131;0;3158;0;2076;11788;0
2482609294587989483;46;7346;18238;29638;12108;8508;41228;10477;68370;94842;213029;99642;51255;4086;16014;93819;55679;1491;1977;5896;117;6003;44454;140215;2924;11856;40106;142621;16354;3327;0;3019;114596;60155;53482;15905;3737;9274;14941;7393;15538;1440;21934;18430;0;5675;73154;0;0;0;485;186
-2382122727902278156;50;9790;25760;29866;33523;935;54300;59304;71660;8564;107172;107948;33665;2289;3514;110069;16731;884;5030;906;8503;24;69999;121868;0;8452;13260;190183;15049;5504;3696;4456;93889;75770;53494;5145;2136;34370;3875;7387;32697;3297;31849;9362;4001;27739;142944;1101;2733;2587;1215;2469
-4912301293554364935;41;1471;5076;51533;48440;1912;32983;86094;23118;0;115365;184907;4271;0;27293;147541;0;1744;0;4085;0;671;21203;199105;5716;15582;3022;257903;40184;4634;0;5332;157578;86972;35351;36;0;0;633;0;12412;157;17279;14814;7968;22650;5970;2085;20;1377;6477;0
-2784631944598516230;39;48697;1173;35363;23273;0;13321;32483;2778;0;186257;106148;163963;9924;3483;49774;0;0;0;0;0;0;2785;163768;7845;66;6690;225834;21838;631;7400;2596;49118;67776;12555;636;0;0;0;0;5322;933;19988;14051;60504;10819;241010;6013;549;6870;10688;38042
5663839481371823615;50;17330;458;52127;54507;454;19611;32182;632;0;136616;22398;18965;993;3009;209480;55;848;7586;8491;774;3557;16784;175356;908;9897;1121;114347;49228;20435;20014;6058;177836;131914;69428;3909;15;32646;2148;11454;17326;3713;17500;8946;26462;57303;66399;6810;273;1896;1922;18843
-7065866340367593969;41;16779;18904;42253;9911;168;51280;4641;85292;18322;165103;95831;146337;623;5036;86787;24370;0;3318;0;0;0;51355;153094;18219;193;2285;171938;28052;0;0;4246;75944;84358;47429;81;2061;16472;0;5974;27026;0;6420;20006;2694;671;150350;0;0;35;8363;8743
-3175882162226328038;40;0;30534;40269;25403;6663;41476;26592;34562;0;162135;391184;0;0;8621;118000;0;29;1866;0;678;780;22631;80563;5934;1355;14028;316088;14370;0;172;4132;132580;73679;20240;1885;0;7670;1252;1301;17902;0;20299;10694;7811;10341;1191;0;1220;1677;3157;0
3051751697496936018;38;31010;5464;56185;15921;1752;15481;33022;5852;301;188123;48430;32719;1650;35447;90481;182;0;0;65;0;19;34752;219810;205;1866;14807;117444;13390;0;0;3015;139878;80260;141565;5848;0;0;0;0;39181;1910;25530;18712;0;0;228907;0;0;4;1258;10518
-4906953268996862381;46;24705;4741;29635;35854;3590;87606;85619;70513;30;129290;116336;41743;14549;19156;90257;13764;526;4663;3878;24;1828;9377;101073;0;13075;4058;153635;51367;4930;1446;10306;122974;83840;52012;7018;2825;24059;2544;8947;6219;1075;31931;30936;0;17295;121529;64;0;0;0;20122
1601311142506925654;36;0;3307;43290;65181;6497;12602;34744;0;0;58304;241099;0;0;16536;227183;0;1777;0;7330;0;7237;4251;128705;0;39357;3495;251789;50026;1729;824;3906;237715;101621;22420;1889;0;0;6231;0;4696;2835;29535;16729;6905;16310;0;0;525;2674;1710;0
8242994692971564630;38;0;15748;70991;53746;2172;23801;74779;0;0;266280;63075;19494;0;3019;129368;0;710;0;6444;0;3544;33061;223286;13126;17141;558;130740;36373;14661;20004;2488;130659;88381;64615;3941;0;0;6702;0;13943;0;7652;756;20204;20850;68316;6105;0;366;3865;0
7061362740740230751;42;0;7202;21317;31273;3288;32278;39628;32660;0;127984;165893;0;0;2947;180332;0;3302;4566;5151;5205;269;27606;244617;0;13843;5014;168833;21100;13484;12708;10253;169811;80628;46772;2424;0;10320;902;13602;23076;5327;33895;5077;17751;51130;0;12204;3276;2318;1698;0
-8068198732434239881;43;44893;14044;50768;8580;4276;31358;17972;27729;0;184473;94379;3932;12962;21013;113880;0;300;0;2283;0;1896;75461;231344;2115;447;395;179066;11836;14;0;3340;138134;72634;92657;7233;0;0;3041;0;28435;3833;38422;19663;60725;10231;20752;357;3;14138;11030;920
-2224778215921021291;36;0;6728;49921;36835;7534;32453;52809;11080;0;145380;107808;3698;0;1589;177707;0;4000;0;16298;0;5754;31192;178265;10599;27614;0;267495;57740;8371;17356;9182;150533;81950;23851;0;0;0;5934;0;17723;0;16373;7043;1744;24365;59198;0;0;2028;2814;0
-8792996797464179038;43;2789;21363;48899;17744;157;73680;24480;40223;0;126480;177912;65833;232;13010;130978;0;384;0;769;0;403;70429;165509;170;1621;1925;163811;21439;5807;2113;2129;150985;98717;91767;2552;0;0;838;0;37360;863;20496;11440;9716;8646;35657;3496;0;1641;5320;1181
-62768919806472532;38;2915;11317;51222;49557;6301;2438;46557;0;0;196078;129634;20226;9;16391;147747;0;0;0;0;0;0;34085;183026;3341;7361;19678;220168;47871;33579;2137;2841;151709;99094;40388;1985;0;0;0;0;19157;2391;17876;28632;1381;26281;13879;877;0;1429;2982;18424
3778801562340560570;39;442;11802;45238;20312;1361;18610;46232;2113;0;281454;114744;18334;1293;11107;135521;0;2208;0;2834;0;236;50588;287147;0;14653;1342;113631;31616;2254;2260;2626;105839;82824;120849;5992;0;0;1039;0;29208;2934;39992;7477;0;5816;37340;0;0;0;488;1208
-8775826823884828993;42;931;1196;46182;45467;8067;16081;29130;5801;0;24903;264565;54;384;15698;166973;0;5644;0;13292;0;9038;25631;84134;0;25998;11245;340118;34270;33468;32650;2744;127367;91534;24411;2066;0;0;19583;0;16173;18;44171;25981;1462;55095;5523;2892;0;514;120;390
1029635464807583458;42;0;3336;41345;39453;48;58893;69066;39251;0;114146;214297;0;0;2020;161124;1484;2372;3018;6895;0;944;16455;106605;0;13514;12750;268982;46881;6011;13439;2818;92567;76723;32373;9245;1271;4813;1019;10518;14883;0;22395;6219;69363;58805;0;8115;1708;1781;4019;0
5172947121988439792;35;244;32515;73202;46735;2420;0;42809;0;0;183658;78306;10;1101;2414;206965;0;0;0;2;0;0;62667;204516;5096;1640;859;227758;63196;0;0;2514;117138;109111;79377;1676;0;0;2;0;80980;9;11869;7117;2017;0;12;659;0;4810;7560;0
-8846195568062492934;45;0;2218;48984;40161;699;47503;42926;4254;0;221513;14801;4957;0;13721;223875;0;6294;318;10251;735;2846;12793;163689;0;44007;0;98489;37235;13521;3761;7736;175114;104857;55842;7116;54;2435;5739;39;27208;146;25096;8027;27026;39260;105182;1251;563;5842;2549;331
-9094175022544580861;33;23072;19152;42190;49564;4;0;36105;0;0;91324;7640;145144;13712;0;194987;0;84;0;6331;0;4196;79411;138614;10443;11018;0;95003;48771;0;0;3638;118339;115820;76108;4503;0;0;0;0;47198;1257;24143;451;0;0;225836;0;0;426;6488;19992
-4644618590702530810;48;822;11257;34819;29622;2318;19391;51242;12058;32186;82176;51081;25619;470;3101;132391;32327;3913;10439;33026;9298;2140;35521;128989;4753;4859;4231;84848;24062;127;1198;3720;126976;69302;28504;2;3163;33753;10273;29602;26713;0;20034;1438;0;21894;412226;39;0;378;4411;252
-4212273026474963183;38;1204;9707;55626;69831;2363;0;70427;0;0;171166;163626;1161;47;11082;161530;0;2501;0;7899;0;12;30968;152545;1301;10000;23744;279033;64427;0;0;5480;117727;84955;76012;7934;0;0;451;0;33779;341;12572;4951;4788;0;9727;978;0;2366;8200;503
-7094576787992080606;40;8512;22758;31983;52060;12858;0;63030;0;0;158026;166367;1377;303;25181;190355;0;5923;0;9856;0;2844;56326;133834;0;27779;79;165105;34606;4022;142;8270;151054;88906;43438;5349;0;0;2488;0;35616;189;27726;36422;32171;1408;37308;6742;0;4807;1472;4272
707628091450593070;37;0;11687;62043;42812;3386;0;16503;0;0;107349;147621;56269;0;8993;131464;0;347;0;573;0;442;56125;281037;44854;3926;1295;295691;35200;218;0;3153;103998;83883;64563;270;0;0;495;0;27519;779;26756;3081;24509;1501;199;2104;0;2093;8226;0
-6497005412435357901;38;3077;20925;28615;34654;14045;167;36759;0;0;166755;258423;634;0;9706;129867;0;5399;0;27659;0;9424;51169;184382;2724;23610;27762;157193;30097;14736;11074;3764;103977;75677;68028;15107;0;0;2830;0;43600;1999;34041;12576;0;31827;13245;145;0;0;5292;0
229120631042477888;36;0;7321;44271;27807;694;11286;59385;27450;0;24359;436197;0;0;2633;155320;0;952;0;9732;0;5488;31235;101992;563;2819;13064;292482;30502;0;0;15758;129420;61936;83034;3517;0;0;406;0;24759;6578;21479;4784;13630;270;0;1550;0;3330;4961;0
-1720093582678814905;43;3526;9838;63042;61758;1125;85766;57533;59844;0;229390;111000;7625;84;13002;141878;0;438;0;550;0;82;35995;135444;0;9281;4138;236869;58838;4368;1807;2231;109028;94380;20186;2820;0;0;2051;0;31515;1945;9930;14371;2394;10107;1045;248;2634;4135;3521;15202
1741767155885543246;40;3206;9357;48213;34364;7398;17917;37323;32461;0;245679;111127;23644;60;2656;153204;0;3339;0;6573;0;1355;46775;249531;3170;13607;15980;156050;35481;2623;0;2441;117762;73368;50943;272;0;0;3619;0;29174;1393;25784;2815;0;8930;78978;0;0;1658;1291;1443
-5748844924338434216;38;0;7611;57833;44652;1894;5526;44518;555;0;191312;104425;0;0;12882;189730;0;914;0;6730;0;2061;17445;202706;0;17966;865;230352;37324;1583;6320;5220;142861;98672;145755;9529;0;0;552;0;16371;1359;23090;8433;3014;13094;2924;603;0;1631;2652;0
399131516975714146;37;0;0;54361;38764;5466;104645;18722;27344;0;59634;253807;1490;0;4088;207177;0;1447;0;533;0;85;1439;109287;11624;25705;1946;282627;52509;9893;9510;4114;170054;79939;11672;0;0;0;2008;0;1360;0;26844;8107;14539;48417;3491;69;0;5979;2268;0
7563232624215330681;34;0;2887;65619;38794;774;31280;30454;37385;0;86737;204683;0;0;44746;165895;0;0;0;272;0;0;25147;138435;50166;4077;8224;246316;37310;10294;15575;1246;125065;89259;85406;90;0;0;0;0;9123;0;12060;35777;19039;25458;0;2802;0;4972;5597;0
3928827724927340417;38;78483;14128;42262;38756;1801;9715;72277;8248;0;40232;205967;128924;26657;14505;151984;0;357;0;5988;0;1737;28154;73613;47947;10387;8347;200660;45680;0;0;2896;116588;106511;38374;5416;0;0;0;0;21407;0;7647;13666;17590;0;54620;1606;0;1675;5892;10267
8655355533852675975;45;0;9712;59967;17285;1422;156334;35971;83869;3594;102259;201137;404;0;14680;94968;2668;628;1446;1275;0;0;18286;181216;12925;2744;2890;238422;25463;4259;1457;7732;147672;69044;42328;0;222;805;59;4085;11184;23;19871;10039;29119;19504;6081;2151;3882;8321;3561;0
9101211896962355083;45;0;4836;42239;27045;3781;62553;35793;40122;78312;268017;141918;0;0;15325;150022;20265;979;2742;3063;156;208;15562;163652;94;6743;3711;165558;30490;15912;15877;3444;123098;69141;23581;7390;953;15263;0;3803;18541;2018;11454;7530;26079;25567;0;2143;339;2321;3324;0
-4890909195324354658;42;0;9560;43212;43496;10534;475;51327;1844;0;193685;167151;18724;0;15063;144440;0;1365;1767;12466;0;6198;24609;199457;6918;21997;5618;175703;26271;2126;997;6656;131178;82180;85377;3457;0;3489;1571;1686;27920;393;26778;11919;5668;24915;60866;0;0;590;1318;0
8783989598209445809;46;7841;11720;50457;43616;3468;59209;21643;62736;1489;171557;101799;0;212;4782;168488;5037;757;5681;5022;4268;1559;47457;224888;1699;13256;3124;183157;35469;0;29;6055;150586;82930;49168;5530;16;22831;4956;7628;32956;0;22731;7832;1314;11607;0;161;0;61;10385;3797
-7714384686708944961;42;18126;7651;26286;26407;4761;22051;39446;1346;0;149354;95868;66144;2909;549;116356;0;36;0;1967;0;668;29530;187223;3115;23733;8051;143721;34724;3357;2629;6076;55775;78516;30936;0;0;0;104;0;20443;0;18155;14668;12818;83651;299955;5633;148;1750;4815;11513
-6305602428272111677;42;0;10535;72876;38056;902;26755;52168;11576;5616;110472;94253;0;0;3165;138512;12780;180;564;1457;0;1819;34735;295807;0;6207;0;291520;51822;2301;119;3165;98022;80784;77478;4308;504;5966;1497;1596;27120;1456;36401;9069;22975;7377;0;162;0;2587;16300;0
-608548899648434224;45;1904;825;37601;67850;0;17871;39899;48884;4399;110096;288082;5034;0;1836;157939;4348;1571;155;2863;0;250;16539;140093;20363;7853;20684;173344;39345;2070;1998;3690;97557;90268;145129;10820;195;1622;0;0;12548;2146;29271;7704;25868;3069;4052;2536;0;2227;80;8486
4606337993869889494;46;5320;5626;35245;46124;3506;55519;76647;6961;0;184732;56378;31590;1685;4433;190212;115;762;173;4527;0;2331;27817;194978;0;19886;684;182845;43934;9860;6003;2527;127876;74693;37216;3793;113;0;1700;754;31451;4495;18808;9690;3037;25013;111317;973;0;540;1224;7851
-8241305843111292967;42;33784;4015;44370;18690;191;3056;18899;0;0;230417;35829;48326;18495;255;196514;0;810;0;2487;0;524;26219;232099;11944;6164;1879;77723;27051;2282;337;2725;176169;94453;94777;11026;0;0;0;0;18164;553;8793;551;54255;10835;107984;7394;9231;7566;6068;8060
-1439744505875001378;38;4789;12670;37713;26851;1416;3151;30632;0;0;171294;35698;101022;479;5294;148256;0;2728;0;10198;0;5544;61915;204523;16139;20973;0;140798;30444;839;5298;5026;111761;74483;110158;19679;0;0;2787;0;44655;319;23844;5783;0;17016;153578;0;0;0;5062;8149
